link,Nome,Pontuação,Avaliações,somelier,tipo,origem,Vinícola,Teor Alcoólico,Amadurecimento,Safra,Classificação,Visual,Olfativo,Gustativo,Temperatura de serviço,Potencial de guarda,Harmonização
https://wine.com.br/vinhos/champagne-la-grande-dame-rose-2004/prod17243.html,Champagne La Grande Dame Rosé 2004,,,"Champagne rosé de boa estrutura, fresco e com suave frutado percebível nos aromas, que também nos trazem um toque mineral e de amêndoas. Este exemplar pontuado pertence a linha La Grande Dame, criada em 1972 para celebrar o bicentenário da Maison Veuve Clicquot, rendendo homenagem a Madame Clicquot, também conhecida por ""La Grande Dame de Champagne"". Trata-se de um assemblage exclusivo de oito dos clássicos Grands Crus da casa, traduzindo-se em uma expressão mineral e fresca do estilo Veuve Clicquot.",Espumante,França-Champagne,Veuve Clicquot,12.50% ABV,Em garrafas sobre as borras finas.,2004,Brut,Rosa claro,"Toque mineral e de amêndoas, discreta fruta vermelha como groselha e notas de fermento","Muito fresco, com boa estrutura, e final gracioso com traços minerais e frutados",10 °C,17 anos,"Codorna recheada (assada) com purê de ameixa e macadâmias, lombo de porco com molho de jabuticaba, risoto de tomate seco, magret de pato, atum grelhado com crosta de gergelim, e queijos semiduros."
https://wine.com.br/vinhos/la-mora-d-o-c-g-morellino-di-scansano-2015/prod17374.html,La Mora D.O.C.G. Morellino di Scansano 2015,3.5,13,"Tinto com aromas de frutas vermelhas maduras, com toque floral e notas de especiarias, como noz-moscada. No paladar, possui médio corpo, é frutado, de taninos macios, com boa acidez, notas florais e toque de especiarias. Morellino Di Scansano, de estilo moderno, é elaborado majoritariamente com a tinta representativa da região, a Sangiovese, e é um exemplar que revela toda a expertise da Cecchi em elaborar vinhos italianos. Premiado com medalha de ouro no concurso Berliner Wein Trophy, e medalha de prata no Mundus Vini.",Tinto,Itália-Maremma Toscana,Cecchi,13.00% ABV,"2 meses em garrafas, nas caves.",2015,Seco,Rubi,"Frutas vermelhas maduras, floral, especiarias","Médio corpo, frutado, taninos macios, boa acidez, floral, especiarias",15 °C,5 anos,"Massa à bolonhesa, carne assada, nhoque ao ragu de cogumelos, pizzas variadas, tian de berinjela, galinhada."
https://wine.com.br/vinhos/barahonda-tranco-monastrell-cabernet-sauvignon-2016/prod18878.html,Barahonda Tranco Monastrell Cabernet Sauvignon 2016,3.5,34,"Barahonda possui seus vinhedos com baixa produção, em um solo pobre, onde a raiz aprofunda em busca de nutrientes para o bom desenvolvimento dos cachos. O nome ""Tranco"" faz referência a um jogo que o fundador da vinícola adorava na sua infância. Além disso, é como algumas pessoas em Yecla chamam videiras grandes e antigas.",Tinto,Espanha-Yecla,Barahonda,14.60% ABV,Parte do vinho estagiou 3 meses em barricas de carvalho francês e americano. ,2016,Seco,rubi,"frutas negras, especiarias, tosta","médio corpo, acidez agradável, frutado, especiarias, taninos presentes, bom final",15 °C,7 anos,"Nhoque de ricota na manteiga de alho poró, bife de chorizo ao chimichurri, arroz de pato com macadâmia, polenta com cogumelos ao creme, frango xadrez, mignon à Cordon Bleu."
https://wine.com.br/vinhos/carpineto-dogajolo-i-g-t-toscano-rosso-2016/prod18932.html,Carpineto Dogajolo I.G.T. Toscano Rosso 2016,4.0,19,"Um tinto toscano gostoso de beber, tanto sozinho quando na companhia de um prato, ou petiscos e boa companhia. Tem um estilo frutado, aromático, que seduz diversos paladares, você vai gostar. Foi pontuado pelo Guia Essenziale d'Italia de 2019 com 90 pontos.",Tinto,Itália-Toscana,Carpineto,13.00% ABV,6 meses em barricas de carvalho.,2016,Seco,Rubi,"Frutas vermelhas, folhas secas, especiarias","Médio corpo, boa acidez, frutado, taninos macios, bom final",16 °C,5 anos,"Penne à bolonhesa, filé à parmigiana, joelho de porco defumado assado, risoto de tomate seco e palmito, filé mignon ao molho madeira, e queijos semiduros."
https://wine.com.br/vinhos/corte-carista-i-g-t-puglia-negroamaro-2017/prod19017.html,Corte Carista I.G.T. Puglia Negroamaro 2017,4.0,13,"Produzido na Puglia, no sul da italia, este tinto traz a Negroamaro, uma uva muito importante e antiga na região. Suas origens remontam possívelmente à época da ocupação grega. Versátil, essa variedade pode gerar vinhos que vão dos mais delicados e elegantes aos robustos e marcantes, tudo depende do objetivo do enólogo.",Tinto,Itália-Puglia,Corte Carista,13.00% ABV,Em tanques de aço inox.,2017,Meio Seco/Demi-Sec,Rubi,"Frutas vermelhas, especiarias","Corpo de leve para médio, boa acidez, taninos presentes",15 °C,5 anos,"Espaguete ao sugo, polpetone recheado, risoto de queijo, filé à milanesa, batata recheada, pizza. "
https://wine.com.br/vinhos/espumante-jp-extra-brut/prod16989.html,Espumante JP Extra Brut,4.5,29,"Frutas como pera e maçã, notas florais e delicado traço de fermento, são os aromas desse espumante elaborado com o método tradicional mas que traz um estilo moderno, expresso no paladar leve, frutado, com boa acidez e persistência. Assinado pela renomada vinícola Bacalhôa Vinhos de Portugal, esse rótulo, que é um lançamento, é originário da Bairrada, uma das primeiras regiões portuguesas a elaborar espumantes.",Espumante,Portugal-Bairrada,Bacalhôa Vinhos de Portugal,12.50% ABV,2 meses em garrafa.,,Extra Brut,Amarelo claro. ,"Frutas como pera e maçã, notas florais e delicado traço de fermento. ","Leve, frutado, com boa acidez e persistência. ",8 °C,3 anos,"Ostras gratinadas ao vinho branco, arroz de marisco, acarajé vegano, bolinhos de arroz com ervas finas, salada Thai, wrap de camarão. "
https://wine.com.br/vinhos/chateau-negrit-montagne-saint-emilion-a-o-c-2016/prod23479.html,Château Négrit Montagne Saint-Émilion A.O.C. 2016,4.0,14,"Usando métodos agrícolas sustentáveis, as uvas usadas no Château Négrit crescem nas encostas de barro e calcário, características da região de Montagne-Saint-Emilion e produz vinhos de alta qualidade, diferenciados por sabores macios de frutas vermelhas maduras.",Tinto,França-Montagne Saint-Émilion,SCEV Lagardère,14.00% ABV,18 meses em tanques de aço inox e cimento.,2016,Seco,Rubi profundo,"Frutas vermelhas, framboesa, amora, ameixa","Taninos maduros, acidez equilibrada e final persistente",16 °C,8 anos,"Penne caprese, ravioli de burrata e tomate cereja, hambúrguer de picanha, pato com laranja, risoto de linguiça, pappardelle com molho funghi. "
https://wine.com.br/vinhos/maycas-reserva-sumaq-chardonnay-2017/prod19260.html,Maycas Reserva Sumaq Chardonnay 2017,4.0,17,"Elaborado no extremo norte do Chile, em uma das áreas com os céus mais claros do mundo, o rótulo deste vinho celebra a civilização que antigamente habitava o Valle del Limarí, enfatizando o cultivo em terraços, típicos dessa cultura. Pontuado com 91 pontos no Guia Descorchados.",Branco,,Maycas del Limarí,13.50% ABV,7 meses em barricas de carvalho francês.,2017,Seco,Amarelo-palha,"Frutas brancas, cítrico, mineral","Frutado, leve, boa acidez",8 °C,4 anos,"Ostras frescas ao limão, espaguete com frutos do mar, frango à kiev com risoto de açafrão, anchova grelhada com tomates verdes fritos, pizza quatro queijos, queijos frescos."
https://wine.com.br/vinhos/beni-di-batasiolo-sunsi-d-o-c-langhe-bianco-2014/prod14630.html,Beni di Batasiolo Sunsì D.O.C. Langhe Bianco 2014,,1,"Este blend das variedades francesas Chardonnay e Sauvignon Blanc é uma agradável revelação ao paladar, com seus aromas de frutas e paladar fresco e leve. Demonstra como estas duas uvas se adaptaram muito bem à região do Piemonte, cujo potencial aqui foi amplamente desenvolvido por esta excelente vinícola, a Batasiolo.",Branco,Itália-Piemonte,Beni di Batasiolo,13.00% ABV,,2014,Seco,Amarelo claro e brilhante.,"Expressivo, com notas de frutas como maças e abacaxis, além de um discreto toque de maracujá e nuances herbáceas.","Leve, seco, com acidez refrescante.",8 °C,3 anos,"Peixe de água doce grelhado ou frito, salada grega, xinxim de galinha, espaguete ao molho branco, pizza quatro queijos, queijos de cabra, e demais frescos em geral."
https://wine.com.br/vinhos/gerard-bertrand-narbo-martius-reserve-blend-2018/prod23409.html,Gérard Bertrand Narbo Martius Réserve Blend 2018,4.0,89,"Narbo Martius, antigo nome da cidade de Narbonne, é conhecido como uma das primeiras colônias romanas na França, além disso o Martius é uma homenagem ao deus Marte, à quem a cidade foi dedicada. Um corte do Sul da França, que traz a Marselan em sua composição, uma uva pouco conhecida mas que faz excelentes blends.",Tinto,França-Coteaux de Narbonne,Gérard Bertrand,13.50% ABV,Mínimo de 4 meses em tanques de aço inox.,2018,Seco,Rubi profundo com reflexos violáceos,"Frutas negras, geleia de frutas vermelhas e um toque de especiarias","Elegante, taninos aveludados e final agradável",16 °C,5 anos,"Asinha de frango frita, maminha grelhada, alcatra grelhada ao molho de vinho tinto, frango grelhado com molho barbecue. vegetais grelhados."
https://wine.com.br/vinhos/undurraga-finca-las-lomas-sauvignon-blanc-2019/prod23328.html,Undurraga Finca Las Lomas Sauvignon Blanc 2019,4.0,26,"Um varietal que vem de duas regiões, 50% do Valle de San Antonio que, por sua influência marítima, aporta notas mais cítricas, enquanto os outros 50% vem do Valle del Maipo, uma região mais ensolarada que traz notas mais tropicais a esse vinho, como abacaxi e maracujá! Um explosão de frescor e frutas.",Branco,,Undurraga,12.30% ABV,"Em tanques de aço inox com as lias
",2019,Seco,Amarelo-claro com reflexos esverdeados,"Flores brancas, frutas cítricas","Fresco, frutado, vivo",10 °C,3 anos,"Ostras, frutos do mar, sushi, sashimi, comida japonesa, mix de folhas e carpaccio de rabanete ao molho de erva doce, salada com queijo de cabra quente."
https://wine.com.br/vinhos/le-petit-cochonnet-i-g-p-pays-doc-merlot-2017/prod19144.html,Le Petit Cochonnet I.G.P. Pays dOc Merlot 2017,,,"Le Petit Cochonnet é uma linha de vinhos criada para expressar toda a modernidade e o estilo jovem que a região francesa do Languedoc-Roussillon vem apostando, com sucesso.",Tinto,França-Languedoc-Roussillon,Wine.com.br,13.50% ABV,"Em tanques de aço inox
",2017,Meio Seco/Demi-Sec,Rubi,"Floral, Frutas vermelhas","Médio corpo, Boa acidez, Taninos presentes",18 °C,3 anos,Empadão de frango
https://wine.com.br/vinhos/fleur-du-cap-essence-du-cap-shiraz-2016/prod19152.html,Fleur du Cap Essence du Cap Shiraz 2016,4.0,15,"A linha Essence du Cap, traz exemplares fiéis ao seu caráter varietal, refletindo toda a generosidade da natureza. Fleur Du Cap elabora vinhos expressivos e ricos, de forma minimalista, destacando as características do seu terroir.",Tinto,África do Sul-Western Cape,Fleur Du Cap,14.00% ABV,14 meses em barricas de carvalho francês e americano.,2016,Seco,Rubi,"Frutas negras maduras, frutas vermelhas maduras, especiarias, amadeirado, tosta","Taninos presentes, frutado, corpo de médio para encorpado, bom final, amadeirado",15 °C,6 anos,"Risoto de linguiça defumada e bacon, carne seca com abóbora, lombo suíno com batatas douradas, maminha ao molho de ervas finas, tagliatelle com ragu de costela bovina, e queijos duros."
https://wine.com.br/vinhos/le-petit-cochonnet-i-g-p-pays-doc-sauvignon-blanc-2017/prod19147.html,Le Petit Cochonnet I.G.P. Pays dOc Sauvignon Blanc 2017,,,"Quer comprar vinho francês sem medo de errar? Então, aposte no Le Petit Cochonnet I.G.P. Pays d'Oc Sauvignon Blanc 2017! Essa é uma opção muito fácil de agradar e, como as bebidas da mesma linha, revela como é descomplicado tomar uma taça de vinho, bem no estilo francês de abrir e beber, sem muita cerimônia.
É versátil e perfeito para fugir à regra que vinho precisa harmonizar com alguma coisa. Esse você pode combinar com o que quiser! Jovem e moderno, é o que faltava nos momentos descontraídos com os amigos, mesmo se eles ainda não são muito familiarizados com a bebida. Aliás, é uma ótima pedida para quem está começando a provar vinho francês!
Ao comprar esse vinho branco, você adquire um rótulo que recebeu 92 pontos de 100, obtendo uma excelente avaliação do renomado crítico James Suckling.
Apaixone-se pela linha inteira!
Se você se interessou pelo estilo descomplicado do Le Petit Cochonnet I.G.P. Pays d'Oc Sauvignon Blanc 2017, que tal olhar os outros rótulos da linha? Merlot, Carbenet Sauvignon, Pinot Noir, Rosé e Chardonnay são os tipos de uvas que você também pode conhecer!",Branco,França-Languedoc-Roussillon,Vignobles & Compagnie,12.00% ABV,Em tanques de aço inox.,2017,Seco,Amarelo dourado,"Frutas frescas, Frutas cítricas","Leve, frutado e boa acidez",8 °C,3 anos,"Macarrão ao alho e óleo
"
https://wine.com.br/vinhos/olivier-sumeire-le-rose-de-s-igp-mediterranee-rose-2018/prod23298.html,Olivier Sumeire Le Rosé De S IGP Méditerranée Rose 2018,4.0,4,"Com aroma de frutas vermelhas frescas, pêssego e notas florais, esse rosé possui um paladar leve, frutado e com boa acidez. Elaborado na Indicação Geográfica Protegida Méditerranée, que abrange algumas regiões como a Provance, esse exemplar destaca elegância desde a tonalidade até o paladar.",Rosé,França-Méditerranée,Famille Sumeire,12.50% ABV,,2018,Seco,Rosa-claro,"Frutas vermelhas frescas, pêssego, floral","Leve, frutado, boa acidez",10 °C,4 anos,"Tilápia grelhada, risoto de limão siciliano com camarões salteados, mariscada, salada marroquina, cuscuz paulista, queijos como gouda, emental e minas padrão."
https://wine.com.br/vinhos/le-petit-cochonnet-i-g-p-pays-doc-pinot-noir-2017/prod19145.html,Le Petit Cochonnet I.G.P. Pays dOc Pinot Noir 2017,,,"Vinho elaborado com a uva Pinot Noir, no sul da França, remete à ""Arte de Viver"" da orla mediterrânea deste país. Com um perfil descomplicado, frutado e fácil de gostar, é um vinho que convida à mesa, um amigo de todo gourmet.",Tinto,França-Languedoc-Roussillon,Vignobles & Compagnie,13.00% ABV,Em tanques de aço inox.,2017,Meio Seco/Demi-Sec,Rubi,"Framboesa, Groselha, Romã","Corpo leve p/ médio, Acidez marcante, Taninos macios",18 °C,3 anos,"
Frango assado."
https://wine.com.br/vinhos/porto-burmester-20-years-old-tawny/prod14720.html,Porto Burmester 20 years Old Tawny,5.0,1,"Um Porto Tawny de 20 anos de idade opulento, concentrado, rico, maduro e com final longo e aveludado. Esse irresistível Porto é elaborado pela centenária vinícola Burmester e ganhou os seguintes prêmios: Medalha de Ouro no Decanter WWA 2015, Medalha de Prata no International Wine Challenge 2015 e Medalha de Prata no IWSC 2015. Recebeu também pontuações importantes.",Licoroso,Portugal-Douro,Burmester,20.00% ABV,20 anos em cascos de madeira.,,Suave/Doce,Aloirado com reflexos ocre,"Complexos aromas de carvalho, frutos secos, uvas passas e mel","Opulento, concentrado, rico, maduro e com final longo e aveludado",14 °C,12 anos,"Terrina de foie gras com berinjela e nozes, brownie de caramelo, pavê de chocolate e pistache, crostini de nozes com queijo chèvre, mix de queijos e frutos secos."
https://wine.com.br/vinhos/porto-burmester-extra-dry-white/prod14712.html,Porto Burmester Extra Dry White,2.5,11,"Vinho do Porto branco, que poucos conhecem, marcadamente frutado, macio e doce. Essas características casam perfeitamente com aperitivos, para compor drinques ou acompanhar sobremesas à base de frutas secas ou cristalizadas. É elaborado pela Burmester, empresa que desde o século XVIII mantém sua tradição na produção de Vinhos do Porto.",Licoroso,Portugal-Douro,Burmester,20.00% ABV,3 anos em carvalho e tanques de aço inox.,,Suave/Doce,Amarelo,"Melão, limão, pêssego, mel, baunilha","Bom corpo, fresco, frutado, untuoso, notas da madeira, doce",10 °C,7 anos,"Sobremesas a base de frutas secas ou cristalizadas, bolo de nozes, panetone, queijos como brie e camembert, boursin e limburger."
https://wine.com.br/vinhos/canepa-reserva-famiglia-chardonnay-2017/prod19291.html,Canepa Reserva Famiglia Chardonnay 2017,4.5,6,"Com um estilo frutado, este é um daqueles brancos para degustar durante todo o ano, seja sozinho ou harmonizado. Produzido com a rainha das uvas brancas, a Chardonnay, esse rótulo da linha Reserva Famiglia, é assinado pela Viña Canepa, uma vinícola que integra o renomado grupo Concha y Toro.",Branco,,Viña Canepa,13.50% ABV,6 meses em tanques de aço inox e breve contato com carvalho. ,2017,Seco,Amarelo-claro,"Frutas amarelas, frutas cítricas, baunilha","Frutado, leve, acidez agradável",8 °C,4 anos,"Bolinho de bacalhau, abobrinha recheada com ricota e ervas, frango à kiev, talharim com camarão, saladas, queijos frescos."
https://wine.com.br/vinhos/pajzos-t-tokaj-furmint-2017/prod22108.html,Pajzos T Tokaj Furmint 2017,4.0,14,"Elaborado em Tokaj, região vitivinícola mais famosa da Hungria, esse exemplar traz a uva branca Furmint, considerada a variedade emblemática do local.",Branco,Hungria-Tokaj,Pajzos,11.00% ABV,8 meses em tanques de aço inox.,2017,Meio Seco/Demi-Sec,Amarelo-claro,"Frutas cítricas, floral, lichia","Leve, boa acidez, frutado",8 °C,4 anos,"Casquinha de siri, fettuccine com frutos do mar, ceviche de peixe branco, risoto de palmito, frango ao molho branco, peixe frito."
https://wine.com.br/vinhos/vik-a-rose-2019/prod23303.html,VIK A Rose 2019,4.5,26,"Este vinho holístico é um delicado blend das uvas Cabernet Sauvignon e Syrah elaborado exclusivamente com uva do Valle de Millahue.
Um rosé que traz frescor, acidez equilibrada, um exemplar para tomar com amigos, à beira da piscina ou com pratos leves.",Rosé,,Vik,14.00% ABV,Em tanques de aço inox.,2019,Seco,Rosa-claro,"Frutas vermelhas frescas, morango, pêssego","Leve, fresco e jovem",10 °C,3 anos,"Salmão grelhado com legumes, sushi, sashimi, bolinho de bacalhau, bolinho de arroz, canapés, ceviche, salada de rúcula com morangos."
https://wine.com.br/vinhos/le-petit-cochonnet-i-g-p-pays-doc-chardonnay-2017/prod19146.html,Le Petit Cochonnet I.G.P. Pays dOc Chardonnay 2017,,,"O rótulo divertido e descomplicado expressa exatamente o estilo deste branco. Elaborado no sul da França, esse Chardonnay não tem contato com madeira, para valorizar o perfil frutado natural da uva.",Branco,França-Languedoc-Roussillon,Wine.com.br,13.00% ABV,"Em tanques de aço inox
",2017,Seco,Amarelo dourado,"Frutas amarelas, Frutas cítricas","Corpo leve p/ médio, Acidez agradável",8 °C,3 anos,Filé de peixe empanado
https://wine.com.br/vinhos/ernst-loosen-winemakers-select-pfalz-edition-pinot-noir-2017/prod22118.html,Ernst Loosen Winemakers Select Pfalz Edition Pinot Noir 2017,4.0,16,"Este tinto traz a experiência de degustar um Pinot Noir produzido na Alemanha. E quem assina esse rótulo é Ernst Loosen, um dos maiores nomes da vitivinicultura do país. Aromático e complexo, esse exemplar mescla fruta e madeira de uma forma muito elegante.",Tinto,Alemanha-Pfalz,Ernst Loosen,12.50% ABV,12 a 15 meses em barricas de carvalho francês.,2017,Meio Seco/Demi-Sec,Rubi,"Framboesa, cereja, amora, terroso, leve amadeirado","Leve, acidez presente, taninos sedosos",15 °C,6 anos,"Lombo suíno, quiche de Gruyère e Parma, escondidinho de carne seca, temaki de atum, risoto de tomate seco com brie, queijos semiduros."
https://wine.com.br/vinhos/undurraga-finca-las-lomas-sauvignon-gris-2019/prod23329.html,Undurraga Finca Las Lomas Sauvignon Gris 2019,4.5,32,"Sauvignon Gris é uma variação da Sauvignon Blanc de pele mais rosada, e por isso compartilha de uma refrescância e acidez muitos parecidas. Um branco com notas cítricas, equilibrado e agradável no paladar. Vinhos de Sauvignon Gris costumam ser mais ricos em textura no paladar e com notas mais tropicais do que os elaborados pela Sauvignon Blanc.",Branco,,Undurraga,13.50% ABV,6 meses em tanques de aço inox com suas lias,2019,Seco,Amarelo-claro com reflexos esverdeados,"Frutas cítricas, frutas tropicais, pêssego","Boa acidez, refrescante, vivo",10 °C,3 anos,"Ravioli de pato, caeser salad, abobrinha recheada com queijo cabra, ceviche, quiche de alho poró, camarão, frutos do mar."
https://wine.com.br/vinhos/calyptra-vivendo-reserve-assemblage-2015/prod19769.html,Calyptra Vivendo Reserve Assemblage 2015,3.5,23,"A Vivendo é tida como a linha de entrada da Calyptra, que já começa na categoria Reserva. Esse intenso tinto mescla três diferentes uvas francesas, justificando o nome Assemblage no rótulo. Amadurecido em barricas produzidas pela própria vinícola, esse vinho merece alguns minutos de aeração antes do consumo.",Tinto,,Calyptra,15.00% ABV,12 meses em barricas de carvalho francês.,2015,Seco,Rubi intenso com reflexos violáceos,"Frutas vermelhas, frutas negras, especiarias, floral","Frutado, amadeirado, corpo de médio para encorpado, taninos presentes, boa acidez",15 °C,7 anos,"Entrecôte em crosta de ervas, nhoque aos quatro queijos, risoto milanês com cordeiro, lasanha de carne seca gratinada, costela suína ao barbecue, queijos semiduros ou duros."
https://wine.com.br/vinhos/espumante-real-de-aragon-d-o-cava-rose-brut/prod12636.html,Espumante Real De Aragón D.O. Cava Rosé Brut,4.0,58,"Com aroma de frutas do bosque, como amora e framboesa, e delicadas notas de pão, o Real de Aragón Cava Brut Rosé possui um paladar frutado, versátil, fresco e saboroso. Elaborado com a Garnacha, uma das variedades tintas permitidas na elaboração do Cava rosé, esse exemplar se destaca por sua versatilidade e a presença acentuada das frutas, tanto no aroma quanto no paladar, o que dá um toque divertido e ideal para comemorações.",Espumante,Espanha-Calatayud,Bodegas Langa,12.00% ABV,9 meses em garrafa.,,Brut,Cereja brilhante com perlage persistente.,"Frutas do bosque como amora, framboesa e groselha, com delicadas notas de pão.","Frutado, versátil, fresco, saboroso, com notas de brioche. ",8 °C,3 anos,"Gazpacho, carpaccio de carne, fettuccine ao molho de camarão, salmão com crosta de gergelim, arroz de polvo, bolinho de bacalhau."
https://wine.com.br/vinhos/espumante-fantinel-cuvee-prestige-brut/prod10839.html,Espumante Fantinel Cuvée Prestige Brut,4.5,275,"Espumante italiano com aromas de maçã e flores brancas. No paladar, é leve, fresco, mostra as notas frutadas e florais do aroma. Esse exemplar é elaborado pelo método Charmat, para destacar notas frescas e a gostosa acidez. É ideal para harmonizar das entradas aos pratos principais.",Espumante,Itália-Friuli,Fantinel,11.50% ABV,Em tanques de aço inox,,Brut,Amarelo-palha com reflexos esverdeados,"Maçã, flores brancas","Leve, fresco, floral, frutado, acidez agradável",8 °C,4 anos,"Bruschettas, camarões salteados, arroz de polvo, bolinho de bacalhau, lasanha de peito de peru, penne à primavera."
https://wine.com.br/vinhos/tenuta-sant-antonio-scaia-bianco-2017/prod19781.html,Tenuta Sant`Antonio Scaia Bianco 2017,4.5,51,"Produzido com a Garganega, uma variedade branca nativa do Vêneto, somada a famosa uva francesa Chardonnay, esse rótulo expressa um estilo moderno, que agrada com facilidade, além de ser gastronômico, ideal para acompanhar várias receitas. Saboroso e cheio de personalidade, traz como vedante a charmosa rolha de vidro.",Branco,Itália-Delle Venezie,Tenuta Sant'Antonio,12.50% ABV,Em tanques de aço inox.,2017,Meio Seco/Demi-Sec,Amarelo-claro com reflexos esverdeados,"Flores brancas, maracujá, laranja, abacaxi, manga, maçã","Frutado, leve, boa acidez, bom final",10 °C,4 anos,"Linguado com legumes no papilote, ceviche de salmão, tagliatele ao pesto, bisteca ao molho de abacaxi, risoto de abobrinha e queijo brie, e queijos frescos."
https://wine.com.br/vinhos/tenuta-santantonio-valpolicella-superiore-ripasso-monti-garbi-2015/prod19800.html,Tenuta SantAntonio Valpolicella Superiore Ripasso Monti Garbi 2015,3.0,7,"O Ripasso tem um processo próprio de produção, sendo refermentando com as cascas das uvas do Amarone, vinho ícone italiano, o que agrega a ele sabores e aromas sedutores. É elaborado pela Tenuta Sant'Antonio, que preza pela qualidade e inovação, e que nasceu da paixão de quatro irmãos pelo mundo do vinho.",Tinto,Itália-Veneto,Tenuta Sant'Antonio,14.00% ABV,12 meses em barricas de carvalho de 500 litros.,2015,Meio Seco/Demi-Sec,Rubi intenso,"Frutas vermelhas maduras, especiarias, amadeirado","Médio corpo, taninos macios, boa acidez, delicada doçura",16 °C,10 anos,"Steak au poivre, filé ao molho de morangos, costelinha suína ao molho barbecue, espaguete à putanesca, nhoque de abóbora com cogumelos na manteiga de sálvia, queijos semiduros."
https://wine.com.br/vinhos/godello-luna-beberide-bierzo-d-o-branco-2017/prod19714.html,Godello Luna Beberide Bierzo D.O. Branco 2017,2.5,3,"Este vinho é produzido com a Godello, uma variedade branca originária do noroeste da Espanha. Para elaborar esse rótulo foram utilizadas uvas provenientes de vinhedos com mais de 60 anos de idade. Esse exemplar pontuado, traz delicadas notas minerais, característica típica dessa casta.",Branco,Espanha-Bierzo,Luna Beberide,13.50% ABV,6 meses em tanques de aço inox sobre as borras.,2017,Seco,Amarelo-claro,"Floral, frutas brancas","Corpo de leve para médio, acidez agradável, mineral",9 °C,4 anos,"Paella, fettuccine com frutos do mar, tapas espanholas, rondeli de abobrinha recheado, salada de bacalhau com grãos, fricassê de frango."
https://wine.com.br/vinhos/jp-azeitao-selecao-do-enologo-moscatel-graudo-fernao-pires-2018/prod22099.html,JP Azeitão Seleção do Enólogo Moscatel Graúdo Fernão Pires 2018,4.0,40,"Este branco é feito com duas uvas nativas de Portugal, a Moscatel Graúdo e a Fernão Pires. Aromático e com um estilo que agrada com facilidade, esse rótulo é produzido pela Bacalhôa Vinhos de Portugal, um dos mais renomados produtores do país.",Branco,Portugal-Península de Setúbal,Bacalhôa Vinhos de Portugal,13.00% ABV,Não passa por amadurecimento.,2018,Seco,Amarelo-claro,"Abacaxi, pêssego, pera, floral, cítrico","Frutado, leve, boa acidez, cítrico",10 °C,3 anos,"Ceviche de linguado, peroá com fritas, bolinho de bacalhau, frango à milanesa, batatas recheadas com ricota e espinafre, queijos brancos frescos."
https://wine.com.br/vinhos/paine-chardonnay-2018/prod22125.html,Paine Chardonnay 2018,4.0,18,"A Chardonnay é uma uva de origem francesa que se adaptou muito bem a diversos terroirs, como o chileno, e esse é um dos motivos que deram a ela o título de rainha das uvas brancas. Esse é um Chardonnay de entrada, ideal para quem está entrando no mundo do vinho e para os que querem beber um branco sem compromisso. Curta o momento!",Branco,,VyF Wines,13.00% ABV,Em tanques de aço inox.,2018,Seco,Amarelo-palha,"Frutas cítricas, vegetal, frutas brancas","Leve, acidez agradável, fácil de beber",8 °C,3 anos,"Massa ao molho branco, salgadinho de festa, frango recheado, espetinho de camarão, quiche de legumes, saladas variadas."
https://wine.com.br/vinhos/nederburg-56-hundred-pinot-noir-2017/prod19229.html,Nederburg 56 Hundred Pinot Noir 2017,4.0,59,"Elaborado com a uva tinta francesa Pinot Noir, esse exemplar expressa o potencial do terroir sul-africano no cultivo de uvas internacionais. O nome 56 Hundred, estampado no rótulo, é uma referência ao valor que Philippus Wolvaart pagou para adquirir a área da vinícola, no ano de 1791.",Tinto,África do Sul-Western Cape,Nederburg,11.50% ABV,3 meses em barricas de carvalho.,2017,Meio Seco/Demi-Sec,Rubi,"Frutas vermelhas, tosta, especiarias","Taninos macios, fresco, corpo de leve para médio, frutado, elegante ",15 °C,4 anos,"Gratinado de batatas com atum, pizza marguerita, espaguete à bolonhesa, iscas de salmão grelhado com legumes, risoto de alho poró, ratatouille."
https://wine.com.br/vinhos/tenuta-santantonio-d-o-c-g-amarone-della-valpolicella-2015/prod19799.html,Tenuta SantAntonio D.O.C.G. Amarone Della Valpolicella 2015,,,"O Amarone passa pelo processo de apassimento, no qual as uvas secam para que o vinho se torne mais intenso em aromas e sabores e, em anos mais úmidos, alguns cachos são afetados pela ''Botrytis cinerea'', também conhecida como ""podridão nobre"", que dá ao vinho mais complexidade.",Tinto,Itália-Veneto,Tenuta Sant'Antonio,15.00% ABV,"24 meses em barricas de 500 litros, de carvalho francês.",2015,Meio Seco/Demi-Sec,Rubi intenso,"Frutas vermelhas maduras, frutas negras maduras, tabaco, chocolate","Intenso, potente, taninos presentes, boa acidez, final persistente",16 °C,15 anos,"Coelho à caçadora, polenta ao ragu de carne com trufas brancas, fraldinha grelhada com arroz biro biro, mignon com crosta de mostarda e batata frita, costeletas de cordeiro com risoto de parmesão, mix de queijos curados."
